0.0,0.1019,0.0472,0.06,0.0308,0.0185,0.0411,0.0262,0.0682,0.0536,0.006,0.0085,0.0707,0.0303,0.0207,0.0508,0.033,0.0013,0.0268,0.077,0.1436,0.0103,0.0044,0.0484,0.0024,0.0182,0.0002
0.1186,0.0004,0.0218,0.0453,0.0313,0.0001,0.0049,0.0152,0.0063,0.0301,0.0006,0.0189,0.0761,0.0195,0.2322,0.0003,0.0147,0.0,0.1052,0.0646,0.0993,0.0318,0.0218,0.012,0.0001,0.0264,0.0026
0.015,0.2282,0.0174,0.0,0.0005,0.177,0.0,0.001,0.0,0.0324,0.0019,0.0,0.1083,0.0005,0.0,0.1426,0.0,0.0,0.0933,0.03,0.0019,0.0967,0.0005,0.0,0.0,0.0527,0.0
0.0232,0.1284,0.0,0.0049,0.0005,0.1281,0.0,0.0003,0.1836,0.0271,0.0,0.1664,0.0596,0.0,0.0,0.1547,0.0003,0.0,0.0495,0.0016,0.0523,0.0148,0.0,0.0,0.0,0.0047,0.0
0.5126,0.0406,0.0011,0.0004,0.0154,0.1256,0.0002,0.0037,0.002,0.0646,0.0009,0.0,0.0098,0.0002,0.0037,0.0883,0.0,0.0,0.0492,0.0579,0.0002,0.0061,0.0013,0.0004,0.0,0.0158,0.0
0.3564,0.0566,0.0008,0.0113,0.0571,0.0387,0.0039,0.0027,0.004,0.0065,0.0001,0.001,0.0384,0.0156,0.0622,0.0045,0.0101,0.0009,0.1237,0.1247,0.0284,0.0003,0.0087,0.0065,0.0137,0.0221,0.0011
0.2655,0.0885,0.0,0.0,0.0004,0.0738,0.0733,0.0004,0.0,0.1582,0.0,0.0,0.0447,0.0,0.0,0.1158,0.0,0.0,0.1086,0.0018,0.0259,0.0411,0.0,0.0009,0.0,0.0009,0.0
0.3502,0.264,0.0,0.0,0.0,0.0899,0.0,0.0109,0.0837,0.034,0.0,0.0,0.0251,0.0,0.0077,0.0534,0.0,0.0,0.0345,0.0176,0.001,0.0263,0.0,0.0,0.0,0.0012,0.0002
0.0716,0.1323,0.0001,0.0,0.0004,0.4899,0.0,0.0,0.0,0.1518,0.0,0.0,0.0,0.0001,0.0005,0.0849,0.0001,0.0,0.021,0.0024,0.0269,0.0105,0.0,0.0038,0.0,0.0036,0.0
0.0285,0.0082,0.0162,0.0561,0.039,0.0552,0.015,0.0363,0.0,0.0,0.0,0.0111,0.0575,0.0501,0.3404,0.0196,0.0082,0.0008,0.0379,0.1036,0.0946,0.0014,0.0151,0.0,0.0014,0.0,0.0038
0.0,0.3128,0.0,0.0,0.0,0.1754,0.0,0.0,0.0,0.0237,0.0,0.0,0.0,0.0,0.0,0.1564,0.0,0.0,0.0095,0.0,0.0047,0.3175,0.0,0.0,0.0,0.0,0.0
0.3202,0.0395,0.0005,0.0,0.0,0.2114,0.0011,0.0005,0.0011,0.1422,0.0005,0.0,0.0242,0.0,0.0494,0.0055,0.0099,0.0,0.0011,0.1702,0.0071,0.0066,0.0,0.0027,0.0,0.0055,0.0
0.1237,0.128,0.0012,0.0016,0.0404,0.1591,0.0076,0.0004,0.0004,0.1113,0.0001,0.0115,0.1015,0.0033,0.0,0.221,0.0039,0.0,0.0021,0.0258,0.01,0.0079,0.003,0.0018,0.0,0.034,0.0001
0.2466,0.1345,0.0294,0.0,0.0,0.2273,0.0007,0.0,0.0105,0.0794,0.0,0.0,0.0011,0.016,0.0033,0.1403,0.0297,0.0,0.0018,0.0276,0.0,0.0381,0.0,0.0,0.0,0.0138,0.0
0.3196,0.0325,0.0003,0.0161,0.1299,0.0576,0.0024,0.164,0.0002,0.0285,0.0011,0.0124,0.0059,0.0003,0.0085,0.0525,0.0,0.0,0.0006,0.0497,0.1008,0.0065,0.0028,0.0006,0.0,0.0066,0.0004
0.1183,0.01,0.0051,0.0103,0.0194,0.0055,0.0487,0.0875,0.0028,0.0067,0.0003,0.0286,0.0249,0.0555,0.1231,0.074,0.0254,0.0,0.0786,0.0248,0.0574,0.119,0.0186,0.0467,0.0017,0.0056,0.0014
0.168,0.1283,0.0004,0.0,0.0,0.1313,0.0004,0.0,0.0205,0.151,0.0,0.0,0.0908,0.0004,0.0017,0.0624,0.0484,0.0,0.055,0.062,0.014,0.0593,0.0,0.0026,0.0,0.0035,0.0
0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.973,0.0,0.0,0.0,0.0,0.0
0.2131,0.1043,0.0016,0.0262,0.0258,0.1947,0.0016,0.008,0.0009,0.0903,0.0001,0.0096,0.0454,0.0153,0.0205,0.0923,0.0017,0.0004,0.0136,0.0484,0.0271,0.029,0.0044,0.0028,0.0003,0.0225,0.0
0.5471,0.0137,0.0008,0.0119,0.0001,0.0799,0.0007,0.0001,0.07,0.0416,0.0,0.0041,0.0111,0.0124,0.005,0.0359,0.0161,0.0012,0.0,0.0278,0.0974,0.0166,0.0001,0.0045,0.0,0.002,0.0
0.2434,0.0511,0.0008,0.0124,0.0152,0.0601,0.0002,0.0005,0.3063,0.058,0.0,0.0001,0.0078,0.0008,0.0001,0.1065,0.0001,0.0,0.0377,0.0481,0.0163,0.0185,0.0006,0.0058,0.0,0.0097,0.0
0.0915,0.0099,0.0082,0.0512,0.0194,0.0175,0.0045,0.0456,0.0011,0.0234,0.0003,0.0,0.056,0.0253,0.121,0.007,0.069,0.0,0.2077,0.083,0.1506,0.0,0.0014,0.0,0.0008,0.0034,0.0023
0.0173,0.0789,0.0,0.0,0.0,0.7005,0.0,0.0,0.0,0.1611,0.0,0.0,0.0,0.0,0.0,0.0368,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0043,0.0
0.1233,0.2102,0.0021,0.0,0.0026,0.1357,0.0009,0.0004,0.158,0.1789,0.0,0.0026,0.0128,0.0,0.0471,0.0741,0.0,0.0,0.0103,0.039,0.0004,0.0,0.0,0.0,0.0,0.0017,0.0
0.264,0.0462,0.0,0.0231,0.0,0.033,0.0,0.0,0.0132,0.1221,0.0,0.0,0.0,0.0396,0.0,0.0099,0.0495,0.0033,0.0,0.0,0.3894,0.0,0.0,0.0,0.0,0.0066,0.0
0.5462,0.0028,0.0128,0.0014,0.0005,0.0824,0.0014,0.0009,0.0,0.0242,0.0,0.0005,0.0028,0.0038,0.0171,0.235,0.0066,0.0,0.0095,0.036,0.0071,0.0,0.0009,0.0047,0.0,0.0,0.0033
0.0769,0.1385,0.0,0.0,0.0,0.4385,0.0,0.0,0.0077,0.1154,0.0,0.0,0.0231,0.0077,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0308,0.0,0.0,0.0,0.0538,0.0769
