0.0001,0.1018,0.0473,0.06,0.0309,0.0186,0.0411,0.0262,0.0683,0.0536,0.0061,0.0086,0.0707,0.0304,0.0208,0.0508,0.0331,0.0014,0.0268,0.077,0.1436,0.0104,0.0045,0.0485,0.0025,0.0182,0.0003
0.1185,0.0006,0.0219,0.0453,0.0314,0.0002,0.005,0.0153,0.0064,0.0302,0.0007,0.019,0.0761,0.0196,0.2318,0.0004,0.0148,0.0001,0.1051,0.0646,0.0992,0.0318,0.0219,0.0121,0.0002,0.0264,0.0027
0.0153,0.2258,0.0177,0.0005,0.001,0.1752,0.0005,0.0015,0.0005,0.0325,0.0024,0.0005,0.1074,0.001,0.0005,0.1413,0.0005,0.0005,0.0927,0.0301,0.0024,0.096,0.001,0.0005,0.0005,0.0526,0.0005
0.0233,0.1278,0.0003,0.0052,0.0008,0.1275,0.0003,0.0006,0.1826,0.0272,0.0003,0.1656,0.0595,0.0003,0.0003,0.1539,0.0006,0.0003,0.0494,0.0019,0.0523,0.015,0.0003,0.0003,0.0003,0.005,0.0003
0.5099,0.0406,0.0013,0.0007,0.0156,0.1251,0.0005,0.0039,0.0022,0.0645,0.0011,0.0003,0.01,0.0005,0.0039,0.088,0.0003,0.0003,0.0492,0.0578,0.0005,0.0063,0.0016,0.0007,0.0003,0.016,0.0003
0.3558,0.0566,0.001,0.0114,0.0571,0.0387,0.004,0.0028,0.0042,0.0066,0.0002,0.0011,0.0384,0.0157,0.0622,0.0046,0.0102,0.001,0.1236,0.1245,0.0285,0.0004,0.0088,0.0066,0.0138,0.0222,0.0012
0.2629,0.0879,0.0005,0.0005,0.0009,0.0734,0.0729,0.0009,0.0005,0.1569,0.0005,0.0005,0.0447,0.0005,0.0005,0.1149,0.0005,0.0005,0.1078,0.0023,0.0261,0.0411,0.0005,0.0014,0.0005,0.0014,0.0005
0.3482,0.2626,0.0003,0.0003,0.0003,0.0896,0.0003,0.0112,0.0834,0.0341,0.0003,0.0003,0.0252,0.0003,0.0079,0.0533,0.0003,0.0003,0.0346,0.0178,0.0013,0.0265,0.0003,0.0003,0.0003,0.0015,0.0005
0.0715,0.132,0.0003,0.0002,0.0006,0.4884,0.0002,0.0002,0.0002,0.1514,0.0002,0.0002,0.0002,0.0003,0.0007,0.0848,0.0003,0.0002,0.0211,0.0025,0.027,0.0107,0.0002,0.004,0.0002,0.0037,0.0002
0.0286,0.0083,0.0163,0.0561,0.039,0.0552,0.0151,0.0363,0.0002,0.0002,0.0002,0.0112,0.0575,0.0501,0.3395,0.0197,0.0083,0.001,0.038,0.1035,0.0945,0.0016,0.0152,0.0002,0.0016,0.0002,0.0039
0.0043,0.2816,0.0043,0.0043,0.0043,0.1597,0.0043,0.0043,0.0043,0.0253,0.0043,0.0043,0.0043,0.0043,0.0043,0.1429,0.0043,0.0043,0.0127,0.0043,0.0085,0.2858,0.0043,0.0043,0.0043,0.0043,0.0043
0.3161,0.0396,0.0011,0.0006,0.0006,0.2089,0.0017,0.0011,0.0017,0.1407,0.0011,0.0006,0.0244,0.0006,0.0493,0.006,0.0103,0.0006,0.0017,0.1683,0.0076,0.0071,0.0006,0.0033,0.0006,0.006,0.0006
